"About the data: Exported on Oct 25, 2022. Criteria: '(robot OR robots OR robotics OR vehicle OR vehicles) AND (((localize OR localization OR localizing OR localise OR localisation OR localising) AND (map OR maps OR mapping)) OR ""slam"") AND (""long term"" OR ""life long"" OR lifelong)' in title and abstract; Publication Year is 2022. © 2022 Digital Science &amp; Research Solutions Inc. All rights reserved. Parts of this work may also be protected by copyright of content providers and other third parties, which together with all rights of Digital Science, user agrees not to violate. Redistribution / external use of this work (or parts thereof) is prohibited without prior written approval. Please contact info@dimensions.ai for further information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rank,Publication ID,DOI,PMID,PMCID,Title,Abstract,Acknowledgements,Source title,Anthology title,MeSH terms,Publication Date,PubYear,Publication Date (online),Publication Date (print),Volume,Issue,Pagination,Open Access,Publication Type,Authors,Authors (Raw Affiliation),Corresponding Authors,Authors Affiliations,Times cited,Recent citations,RCR,FCR,Source Linkout,Dimensions URL,Fields of Research (ANZSRC 2020),Sustainable Development Goals
1853,pub.1151220759,10.1109/lra.2022.3207800,,,Sparse Semantic Map-Based Monocular Localization in Traffic Scenes Using Learned 2D-3D Point-Line Correspondences,"Vision-based localization in a prior map is of crucial importance for autonomous vehicles. Given a query image, the goal is to estimate the camera pose corresponding to the prior map, and the key is the registration problem of camera images within the map. While autonomous vehicles drive on the road under occlusion (e.g., car, bus, truck) and changing environment appearance (e.g., illumination changes, seasonal variation), existing approaches rely heavily on dense point descriptors at the feature level to solve the registration problem, entangling features with appearance and occlusion. As a result, they often fail to estimate the correct poses. To address these issues, we propose a sparse semantic map-based monocular localization method, which solves 2D-3D registration via a well-designed deep neural network. Given a sparse semantic map that consists of simplified elements (e.g., pole lines, traffic sign midpoints) with multiple semantic labels, the camera pose is then estimated by learning the corresponding features between the 2D semantic elements from the image and the 3D elements from the sparse semantic map. The proposed sparse semantic map-based localization approach is robust against occlusion and long-term appearance changes in the environments. Extensive experimental results show that the proposed method outperforms the state-of-the-art approaches.",,IEEE Robotics and Automation Letters,,,2022-09-19,2022,2022-09-19,,7,4,11894-11901,All OA; Green,Article,"Chen, Xingyu; Xue, Jianru; Pang, Shanmin","Chen, Xingyu (Xi'an Jiaotong University, Xi'an, 710049, China); Xue, Jianru (Xi'an Jiaotong University, Xi'an, 710049, China); Pang, Shanmin (Xi'an Jiaotong University, Xi'an, 710049, China)","Xue, Jianru (Xi'an Jiaotong University)","Chen, Xingyu (Xi'an Jiaotong University); Xue, Jianru (Xi'an Jiaotong University); Pang, Shanmin (Xi'an Jiaotong University)",0,0,,,http://arxiv.org/pdf/2210.04543,https://app.dimensions.ai/details/publication/pub.1151220759,"46 Information and Computing Sciences; 4603 Computer Vision and Multimedia Computation; 4607 Graphics, Augmented Reality and Games",
1826,pub.1148443029,10.1007/s11370-022-00423-9,,,An efficient loop closure detection method based on spatially constrained feature matching,"Loop detection technology is an important part of the simultaneous localization and mapping system for eliminating the pose drift of robots during long-term movement. In order to solve the three main challenges of appearance-based methods, namely viewpoint changes, repeated textures, and large amounts of calculation, this paper proposes an unsupervised loop detection method that takes into account both the texture pattern and position information of feature points and avoids any pre-training steps. Since the relative rotation and translation of the robot between two frames forming loop closure are both very small, the proposed method constrains the matching range with an overlapped block strategy to not only improve the matching precision, but also reduce the cost of matching. Furthermore, the method introduces Gaussian functions to weight and fuse the matching score of each block. The proposed method is evaluated in detail on two different public datasets with various scenarios, and the results show that the proposed method performs better and more efficiently than existing state-of-the-art methods.",,Intelligent Service Robotics,,,2022-06-06,2022,2022-06-06,2022-07,15,3,363-379,Closed,Article,"Zhang, Hong; Zhao, Tao; Zhong, Yuzhong; Yin, Yanjie; Yuan, Haobin; Dian, Songyi","Zhang, Hong (Perception, Machine Control and Intelligent Robot Innovation Lab. (PMCIRI.), College of Electrical Engineering, Sichuan University, 610065, Chengdu, China); Zhao, Tao (Perception, Machine Control and Intelligent Robot Innovation Lab. (PMCIRI.), College of Electrical Engineering, Sichuan University, 610065, Chengdu, China); Zhong, Yuzhong (Perception, Machine Control and Intelligent Robot Innovation Lab. (PMCIRI.), College of Electrical Engineering, Sichuan University, 610065, Chengdu, China); Yin, Yanjie (Perception, Machine Control and Intelligent Robot Innovation Lab. (PMCIRI.), College of Electrical Engineering, Sichuan University, 610065, Chengdu, China); Yuan, Haobin (Perception, Machine Control and Intelligent Robot Innovation Lab. (PMCIRI.), College of Electrical Engineering, Sichuan University, 610065, Chengdu, China); Dian, Songyi (Perception, Machine Control and Intelligent Robot Innovation Lab. (PMCIRI.), College of Electrical Engineering, Sichuan University, 610065, Chengdu, China)","Zhong, Yuzhong (Sichuan University)","Zhang, Hong (Sichuan University); Zhao, Tao (Sichuan University); Zhong, Yuzhong (Sichuan University); Yin, Yanjie (Sichuan University); Yuan, Haobin (Sichuan University); Dian, Songyi (Sichuan University)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1148443029,46 Information and Computing Sciences; 4603 Computer Vision and Multimedia Computation; 4605 Data Management and Data Science,
1765,pub.1149769263,10.1109/icuas54217.2022.9836116,,,Cooperative Navigation and Guidance of a Micro-Scale Aerial Vehicle by an Accompanying UAV using 3D LiDAR Relative Localization,"A novel approach for cooperative navigation and guidance of a micro-scale aerial vehicle by an accompanying Unmanned Aerial Vehicle (UAV) using 3D Light Detection and Ranging (LiDAR) relative localization is proposed in this paper. The use of 3D LiDARs represents a reliable way of environment perception and robust UAV self-localization in Global Navigation Satellite System (GNSS)-denied environments. However, 3D LiDARs are relatively heavy and they need to be carried by large UAV platforms. On the contrary, visual cameras are cheap, light-weight, and therefore ideal for small UAVs. However, visual self-localization methods suffer from loss of precision in texture-less environments, scale unobservability during certain maneuvers, and long-term drift with respect to the global frame of reference. Nevertheless, a micro-scale camera-equipped UAV is ideal for complementing a 3D LiDAR-equipped UAV as it can reach places inaccessible to a large UAV platform. To gain the advantages of both navigation approaches, we propose a cooperative navigation and guidance architecture utilizing a large LiDAR-equipped UAV accompanied by a small secondary UAV carrying a significantly lighter monocular camera. The primary UAV is localized by a robust LiDAR Simultaneous Localization and Mapping (SLAM) algorithm, while the secondary UAV utilizes a Visual-Inertial Odometry (VIO) approach with lower precision and reliability. The LiDAR data are used for markerless relative localization between the UAVs to enable precise guidance of the secondary UAV in the frame of reference of the LiDAR SLAM. The performance of the proposed approach has been extensively verified in simulations and real-world experiments with the algorithms running onboard the UAVs with no external localization infrastructure.",,,2022 International Conference on Unmanned Aircraft Systems (ICUAS),,2022-06-24,2022,,2022-06-24,00,,526-535,Closed,Proceeding,"Pritzl, Václav; Vrba, Matouš; Štĕpán, Petr; Saska, Martin","Pritzl, Václav (Multi-robot Systems Group, Department of Cybernetics, Faculty of Electrical Engineering, Czech Technical University in Prague, Czech Republic); Vrba, Matouš (Multi-robot Systems Group, Department of Cybernetics, Faculty of Electrical Engineering, Czech Technical University in Prague, Czech Republic); Štĕpán, Petr (Multi-robot Systems Group, Department of Cybernetics, Faculty of Electrical Engineering, Czech Technical University in Prague, Czech Republic); Saska, Martin (Multi-robot Systems Group, Department of Cybernetics, Faculty of Electrical Engineering, Czech Technical University in Prague, Czech Republic)","Pritzl, Václav (Czech Technical University in Prague)","Pritzl, Václav (Czech Technical University in Prague); Vrba, Matouš (Czech Technical University in Prague); Štĕpán, Petr (Czech Technical University in Prague); Saska, Martin (Czech Technical University in Prague)",1,1,,,,https://app.dimensions.ai/details/publication/pub.1149769263,46 Information and Computing Sciences; 4602 Artificial Intelligence; 4605 Data Management and Data Science,
1732,pub.1148115523,10.48550/arxiv.2205.10737,,,ALITA: A Large-scale Incremental Dataset for Long-term Autonomy,"For long-term autonomy, most place recognition methods are mainly evaluated
on simplified scenarios or simulated datasets, which cannot provide solid
evidence to evaluate the readiness for current Simultaneous Localization and
Mapping (SLAM). In this paper, we present a long-term place recognition dataset
for use in mobile localization under large-scale dynamic environments. This
dataset includes a campus-scale track and a city-scale track: 1) the
campus-track focuses the long-term property, we record LiDAR device and an
omnidirectional camera on 10 trajectories, and each trajectory are repeatly
recorded 8 times under variant illumination conditions. 2) the city-track
focuses the large-scale property, we mount the LiDAR device on the vehicle and
traversing through a 120km trajectories, which contains open streets,
residential areas, natural terrains, etc. They includes 200 hours of raw data
of all kinds scenarios within urban environments. The ground truth position for
both tracks are provided on each trajectory, which is obtained from the Global
Position System with an additional General ICP based point cloud refinement. To
simplify the evaluation procedure, we also provide the Python-API with a set of
place recognition metrics is proposed to quickly load our dataset and evaluate
the recognition performance against different methods. This dataset targets at
finding methods with high place recognition accuracy and robustness, and
providing real robotic system with long-term autonomy. The dataset and the
provided tools can be accessed from https://github.com/MetaSLAM/ALITA.",,arXiv,,,2022-05-22,2022,,,,,,All OA; Green,Preprint,"Yin, Peng; Zhao, Shiqi; Ge, Ruohai; Cisneros, Ivan; Fu, Ruijie; Zhang, Ji; Choset, Howie; Scherer, Sebastian","Yin, Peng (); Zhao, Shiqi (); Ge, Ruohai (); Cisneros, Ivan (); Fu, Ruijie (); Zhang, Ji (); Choset, Howie (); Scherer, Sebastian ()",,"Yin, Peng (); Zhao, Shiqi (); Ge, Ruohai (); Cisneros, Ivan (); Fu, Ruijie (); Zhang, Ji (); Choset, Howie (); Scherer, Sebastian ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1148115523,46 Information and Computing Sciences; 4605 Data Management and Data Science,
1690,pub.1150665689,10.48550/arxiv.2208.14543,,,BioSLAM: A Bio-inspired Lifelong Memory System for General Place  Recognition,"We present BioSLAM, a lifelong SLAM framework for learning various new
appearances incrementally and maintaining accurate place recognition for
previously visited areas. Unlike humans, artificial neural networks suffer from
catastrophic forgetting and may forget the previously visited areas when
trained with new arrivals. For humans, researchers discover that there exists a
memory replay mechanism in the brain to keep the neuron active for previous
events. Inspired by this discovery, BioSLAM designs a gated generative replay
to control the robot's learning behavior based on the feedback rewards.
Specifically, BioSLAM provides a novel dual-memory mechanism for maintenance:
1) a dynamic memory to efficiently learn new observations and 2) a static
memory to balance new-old knowledge. When combined with a visual-/LiDAR- based
SLAM system, the complete processing pipeline can help the agent incrementally
update the place recognition ability, robust to the increasing complexity of
long-term place recognition. We demonstrate BioSLAM in two incremental SLAM
scenarios. In the first scenario, a LiDAR-based agent continuously travels
through a city-scale environment with a 120km trajectory and encounters
different types of 3D geometries (open streets, residential areas, commercial
buildings). We show that BioSLAM can incrementally update the agent's place
recognition ability and outperform the state-of-the-art incremental approach,
Generative Replay, by 24%. In the second scenario, a LiDAR-vision-based agent
repeatedly travels through a campus-scale area on a 4.5km trajectory. BioSLAM
can guarantee the place recognition accuracy to outperform 15\% over the
state-of-the-art approaches under different appearances. To our knowledge,
BioSLAM is the first memory-enhanced lifelong SLAM system to help incremental
place recognition in long-term navigation tasks.",,arXiv,,,2022-08-30,2022,,,,,,All OA; Green,Preprint,"Yin, Peng; Abuduweili, Abulikemu; Zhao, Shiqi; Liu, Changliu; Scherer, Sebastian","Yin, Peng (); Abuduweili, Abulikemu (); Zhao, Shiqi (); Liu, Changliu (); Scherer, Sebastian ()",,"Yin, Peng (); Abuduweili, Abulikemu (); Zhao, Shiqi (); Liu, Changliu (); Scherer, Sebastian ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1150665689,46 Information and Computing Sciences; 4602 Artificial Intelligence; 4611 Machine Learning,
1667,pub.1144544784,10.11371/aiieej.46.0_3,,,森林環境モニタリングロボットにおける SLAM と 深層学習を用いた領域推定に基づく経路計画法の検討,"In recent years, we are aware of many environmental problems, such as environmental destruction,reduction of wild animals. It is required to make use of autonomous robots for environmental monitoring topredict disasters and grasp situations.In this research, we consider image processing technology that contributes to environmental monitoring byWAMOT (Waseda Animal Monitoring Robot), an environmental monitoring robot developed for creatingenvironment and animal ecology maps. WAMOT uses a charging station to withstand long-term autonomousobservation. When the battery of the robot runs short, it automatically returns to the charging station. Assoon as charging is completed, repeat the operation of starting the observation again to grasp thesurrounding environment. In this research, we aim to make the Path Planning Based on SLAM andSemantic Segmentation by Deep Learning.We propose a method the path planning that based on SLAM and cost map reflecting the result of SemanticSegmentation. SLAM in irregular areas like forests is estimating the robot's state from the stable selfposition estimation and combining wheel odometry. Cost map based on the environment map (self positionestimation result) and the estimation result by the deep learning from RGB image. As a result of theexperiment, path planning from cost map generation reflecting the result of environment estimation couldbe performed.",,,,,2022-01,2022,,,,,3-3,Closed,Article,"純矢, 森本; 拓哉, 林; 裕之, 藤本; 裕之, 石井; 淳, 大谷; 淳司, 大和; 淳夫, 高西","純矢, 森本 (早稲田大学創造理工学研究科総合機械工学専攻); 拓哉, 林 (早稲田大学創造理工学研究科総合機械工学専攻); 裕之, 藤本 (早稲田大学創造理工学研究科総合機械工学専攻); 裕之, 石井 (工学院大学); 淳, 大谷 (工学院大学); 淳司, 大和 (早稲田大学創造理工学研究科総合機械工学専攻); 淳夫, 高西 (工学院大学)",,"純矢, 森本 (); 拓哉, 林 (); 裕之, 藤本 (); 裕之, 石井 (Kogakuin University); 淳, 大谷 (Kogakuin University); 淳司, 大和 (); 淳夫, 高西 (Kogakuin University)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1144544784,46 Information and Computing Sciences; 4602 Artificial Intelligence,
1657,pub.1149416091,10.1109/icra46639.2022.9811855,,,LTSR: Long-term Semantic Relocalization based on HD Map for Autonomous Vehicles,"Highly accurate and robust relocalization or localization initialization ability is of great importance for autonomous vehicles (AVs). Traditional GNSS-based methods are not reliable enough in occlusion and multipath conditions. In this paper we propose a novel long-term semantic relocalization algorithm based on HD map and semantic features which are compact in representation. Semantic features appear widely on urban roads, and are robust to illumination, weather, view-point and appearance changes. Repeated structures, missed and false detections make data association (DA) highly ambiguous. To this end, a robust semantic feature matching method based on a new local semantic descriptor which encodes the spatial and normal relationship between semantic features is performed. Further, we introduce an accurate, efficient, yet simple outlier removal method which works by assessing the local and global geometric consistencies and temporal consistency of semantic matching pairs. The experimental results on our urban dataset demonstrate that our approach performs better in accuracy and robustness compared with the current state-of-the-art methods.",,,2022 International Conference on Robotics and Automation (ICRA),,2022-05-27,2022,,2022-05-27,00,,2171-2178,Closed,Proceeding,"Wang, Huayou; Xue, Changliang; Tang, Yu; Li, Wanlong; Wen, Feng; Zhang, Hongbo","Wang, Huayou (Noah's Ark Lab, Huawei Technologies, Beijing, China); Xue, Changliang (Noah's Ark Lab, Huawei Technologies, Beijing, China); Tang, Yu (Noah's Ark Lab, Huawei Technologies, Beijing, China); Li, Wanlong (Noah's Ark Lab, Huawei Technologies, Beijing, China); Wen, Feng (Noah's Ark Lab, Huawei Technologies, Beijing, China); Zhang, Hongbo (Noah's Ark Lab, Huawei Technologies, Beijing, China)",,"Wang, Huayou (Huawei Technologies (China)); Xue, Changliang (Huawei Technologies (China)); Tang, Yu (Huawei Technologies (China)); Li, Wanlong (Huawei Technologies (China)); Wen, Feng (Huawei Technologies (China)); Zhang, Hongbo (Huawei Technologies (China))",0,0,,,,https://app.dimensions.ai/details/publication/pub.1149416091,46 Information and Computing Sciences; 4605 Data Management and Data Science,
1623,pub.1148221183,10.1016/j.isprsjprs.2022.05.005,,,A LiDAR-based single-shot global localization solution using a cross-section shape context descriptor,"Fusing LiDAR and high definition (HD) maps is a feasible way to achieve global localization in GNSS-denied environments, which is necessary in driverless vehicle and robotic technologies. This paper proposes a single-shot global localization solution that uses only a single current scan of a rotating multiple-beam LiDAR sensor to locate its own location and pose with respect to an HD map in the form of georeferenced point clouds. This single-shot global localization solution estimates the state of the current moment without the previous moment state and thus avoids the nonconvergence problems that plague filter-based methods. The proposed solution allows HD maps from diverse LiDAR sensors to be used for global localization and is more robust than existing methods. The proposed solution consists of two procedures: offline preprocessing and online global localization. In the offline procedure, diverse HD maps are preprocessed to construct a global prior map for the localization process. The online global localization procedure includes two elements: place recognition, location and pose estimation. A novel Cross-Section Shape Context (CSSC) descriptor that is highly descriptive and rotation-invariant is proposed for subsequent processes. Two strategies, two-stage similarity estimation and Nearest Cluster Distance Ratio (NCDR), based on the CSSC descriptor are proposed to improve place recognition precision. A Selective Generalized Iterative Closest Point (SGICP) algorithm is proposed to calculate location and pose accurately using the CSSC descriptor. Comprehensive experiments were performed to evaluate this solution. A comparison of the precision-recall curve of multiple scenes, particularly under changed viewpoint scenes, shows that the CSSC descriptor is more robust than existing descriptors. Experimental analysis also confirms that the proposed strategies, two-stage similarity estimation and NCDR, improve place recognition precision. Also, compared to the generalized iterative closest point algorithm, the SGICP algorithm achieved better accuracy by 31% and efficiency by 60%. The proposed solution achieves a mean relative translation error (RTE) improvement of 27% over the OneShot algorithm on the KITTI dataset. The proposed solution had an average 77% improvement over 1σ RTE relative to the benchmark in tests with the long-term localization NCLT dataset. The mean RTE of the proposed solution was 0.13 m using HD maps from different LiDAR sensors. Our code is available at: https://github.com/Dongxu05/CSSC.","This study was supported in part by the Natural Science Fund of China with Project No. 41874031 and 42111530064, the National Key Research Development Program of China with project No. 2021YFB2501102, Shenzhen Science and Technology Program No. JCYJ20210324123611032 and Academy of Finland with Project No. 337656.",ISPRS Journal of Photogrammetry and Remote Sensing,,,2022-07,2022,,2022-07,189,,272-288,Closed,Article,"Xu, Dong; Liu, Jingbin; Liang, Yifan; Lv, Xuanfan; Hyyppä, Juha","Xu, Dong (State Key Laboratory of Information Engineering in Surveying, Mapping and Remote Sensing, Wuhan University, Wuhan 430079, China); Liu, Jingbin (State Key Laboratory of Information Engineering in Surveying, Mapping and Remote Sensing, Wuhan University, Wuhan 430079, China; Department of Remote Sensing and Photogrammetry, Finnish Geospatial Research Institute, Masala 02430, Finland); Liang, Yifan (State Key Laboratory of Information Engineering in Surveying, Mapping and Remote Sensing, Wuhan University, Wuhan 430079, China); Lv, Xuanfan (State Key Laboratory of Information Engineering in Surveying, Mapping and Remote Sensing, Wuhan University, Wuhan 430079, China); Hyyppä, Juha (Department of Remote Sensing and Photogrammetry, Finnish Geospatial Research Institute, Masala 02430, Finland)","Liu, Jingbin (Wuhan University; Finnish Geospatial Research Institute)","Xu, Dong (Wuhan University); Liu, Jingbin (Wuhan University; Finnish Geospatial Research Institute); Liang, Yifan (Wuhan University); Lv, Xuanfan (Wuhan University); Hyyppä, Juha (Finnish Geospatial Research Institute)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1148221183,40 Engineering; 4013 Geomatic Engineering,
1623,pub.1146120646,10.48550/arxiv.2203.03397,,,OverlapTransformer: An Efficient and Rotation-Invariant Transformer  Network for LiDAR-Based Place Recognition,"Place recognition is an important capability for autonomously navigating
vehicles operating in complex environments and under changing conditions. It is
a key component for tasks such as loop closing in SLAM or global localization.
In this paper, we address the problem of place recognition based on 3D LiDAR
scans recorded by an autonomous vehicle. We propose a novel lightweight neural
network exploiting the range image representation of LiDAR sensors to achieve
fast execution with less than 2 ms per frame. We design a yaw-angle-invariant
architecture exploiting a transformer network, which boosts the place
recognition performance of our method. We evaluate our approach on the KITTI
and Ford Campus datasets. The experimental results show that our method can
effectively detect loop closures compared to the state-of-the-art methods and
generalizes well across different environments. To evaluate long-term place
recognition performance, we provide a novel dataset containing LiDAR sequences
recorded by a mobile robot in repetitive places at different times. The
implementation of our method and dataset are released here:
https://github.com/haomo-ai/OverlapTransformer",,arXiv,,,2022-03-07,2022,,,,,,All OA; Green,Preprint,"Ma, Junyi; Zhang, Jun; Xu, Jintao; Ai, Rui; Gu, Weihao; Chen, Xieyuanli","Ma, Junyi (); Zhang, Jun (); Xu, Jintao (); Ai, Rui (); Gu, Weihao (); Chen, Xieyuanli ()",,"Ma, Junyi (); Zhang, Jun (); Xu, Jintao (); Ai, Rui (); Gu, Weihao (); Chen, Xieyuanli ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1146120646,46 Information and Computing Sciences; 4602 Artificial Intelligence; 4605 Data Management and Data Science,
1622,pub.1148286296,10.1109/lra.2022.3178797,,,OverlapTransformer: An Efficient and Yaw-Angle-Invariant Transformer Network for LiDAR-Based Place Recognition,"Place recognition is an important capability for autonomously navigating vehicles operating in complex environments and under changing conditions. It is a key component for tasks such as loop closing in SLAM or global localization. In this letter, we address the problem of place recognition based on 3D LiDAR scans recorded by an autonomous vehicle. We propose a novel lightweight neural network exploiting the range image representation of LiDAR sensors to achieve fast execution with less than 2 ms per frame. We design a yaw-angle-invariant architecture exploiting a transformer network, which boosts the place recognition performance of our method. We evaluate our approach on the KITTI and Ford Campus datasets. The experimental results show that our method can effectively detect loop closures compared to the state-of-the-art methods and generalizes well across different environments. To evaluate long-term place recognition performance, we provide a novel dataset containing LiDAR sequences recorded by a mobile robot in repetitive places at different times.",,IEEE Robotics and Automation Letters,,,2022-05-30,2022,2022-05-30,,7,3,6958-6965,Closed,Article,"Ma, Junyi; Zhang, Jun; Xu, Jintao; Ai, Rui; Gu, Weihao; Chen, Xieyuanli","Ma, Junyi (Vehicle Engineering, Beijing Institute of Technology, Beijing, 100081, China; HAOMO.AI Technology Co., Ltd, Beijing, 100081, China); Zhang, Jun (HAOMO.AI Technology Co., Ltd, Beijing, 100081, China); Xu, Jintao (HAOMO.AI Technology Co., Ltd, Beijing, 100081, China); Ai, Rui (HAOMO.AI Technology Co., Ltd, Beijing, 100081, China); Gu, Weihao (HAOMO.AI Technology Co., Ltd, Beijing, 100081, China); Chen, Xieyuanli ()","Chen, Xieyuanli ","Ma, Junyi (Beijing Institute of Technology); Zhang, Jun (); Xu, Jintao (); Ai, Rui (); Gu, Weihao (); Chen, Xieyuanli ()",2,2,,,,https://app.dimensions.ai/details/publication/pub.1148286296,46 Information and Computing Sciences; 4602 Artificial Intelligence; 4605 Data Management and Data Science,
1617,pub.1149416152,10.1109/icra46639.2022.9811916,,,LT-mapper: A Modular Framework for LiDAR-based Lifelong Mapping,"Long-term 3D map management is a fundamental capability required by a robot to reliably navigate in the non-stationary real-world. This paper develops open-source, modular, and readily available LiDAR-based lifelong mapping for urban sites. This is achieved by dividing the problem into successive subproblems: multi-session SLAM (MSS), high/low dynamic change detection, and positive/negative change management. The proposed method leverages MSS and minimizes potential trajectory error; thus, a manual or good initial alignment is not required for change detection. Our change management scheme preserves efficacy in both memory and computation costs, providing automatic object segregation from a large-scale point cloud map. We verify the framework's reliability and applicability even under permanent year-level variation, through extensive real-world experiments with multiple temporal gaps (from day to year).",,,2022 International Conference on Robotics and Automation (ICRA),,2022-05-27,2022,,2022-05-27,00,,7995-8002,All OA; Green,Proceeding,"Kim, Giseop; Kim, Ayoung","Kim, Giseop (Autonomous Driving Group, NAVER LABS, Seongnam-si, Gyeonggi-do, S. Korea); Kim, Ayoung (Department of Mechanical Engineering, SNU, Seoul, S. Korea)",,"Kim, Giseop (); Kim, Ayoung (Seoul National University)",1,1,,,http://arxiv.org/pdf/2107.07712,https://app.dimensions.ai/details/publication/pub.1149416152,40 Engineering; 4013 Geomatic Engineering,
1565,pub.1147952485,10.5194/isprs-annals-v-1-2022-211-2022,,,TOWARDS ROBUST INDOOR VISUAL SLAM AND DENSE RECONSTRUCTION FOR MOBILE ROBOTS,"Abstract. Mobile robots are being increasingly employed in various indoor scenarios. The fundamental prerequisite is that the robot can reconstruct an accurate and complete map of the observed environment and estimate the track of its movements in this map. Current visual SLAM methods can perform this task reasonably well, but mostly in small spaces, such as a single room, and often tested in well-textured environments. In real-world applications of large indoor scenes, they lack robustness and fail to build a globally consistent map. To this end, we propose a novel system that can robustly solve the problem encountered by existing visual SLAM methods, such as weak texture and long-term drift. By combining information from a wheel odometer, the robot poses can be predicted smoothly in the absence of texture. The geometric cues are leveraged by aligning Truncated Signed Distance Function (TSDF) based submaps to minimize the long-term drift. To reconstruct a more complete and accurate dense map, we refine the sensor depth maps by taking advantage of color information and the optimization result of global bundle adjustment. As a result, the system can provide precise trajectory estimation and a globally consistent map for the downstream tasks. We validate the accuracy and robustness of the proposed method on both public and self-collected datasets and show the complementary nature of each module. Evaluation results based on high precision ground-truth show an improvement in the mean Absolute Trajectory Error (ATE) from 21 cm to 2 cm for the trajectory estimation, and the reconstructed map has a mean accuracy of 8 cm.",,ISPRS Annals of the Photogrammetry Remote Sensing and Spatial Information Sciences,,,2022-05-17,2022,2022-05-17,,V-1-2022,,211-219,All OA; Gold,Article,"Zhang, W.; Wang, S.; Haala, N.","Zhang, W. (Institute for Photogrammetry, University of Stuttgart, Germany; Audiovisual Lab, Huawei Munich Research Center, Germany); Wang, S. (Audiovisual Lab, Huawei Munich Research Center, Germany; Technical University of Munich, Germany); Haala, N. (Institute for Photogrammetry, University of Stuttgart, Germany)",,"Zhang, W. (University of Stuttgart); Wang, S. (Technical University of Munich); Haala, N. (University of Stuttgart)",0,0,,,http://dx.doi.org/10.5194/isprs-annals-v-1-2022-211-2022,https://app.dimensions.ai/details/publication/pub.1147952485,"30 Agricultural, Veterinary and Food Sciences; 3002 Agriculture, Land and Farm Management; 40 Engineering; 4013 Geomatic Engineering",
1559,pub.1144543458,10.11371/aiieej.45.0_20,,,環境モニタリングロボットの視覚情報処理を用いた森林における起点への帰還法の検討,"In recent years, We are aware of many environmental problems, such as environmental destruction, reduction of wild animals. It is required to make use of autonomous robots for environmental monitoring to predict disasters and grasp situations. In this research, we consider image processing technology that contributes to environmental monitoring by WAMOT (Waseda Animal Monitoring Robot), an environmental monitoring robot developed for the purpose of creating environment and animal ecology maps.WAMOT uses a charging station to withstand long-term autonomous observation. When the battery of the robot runs short, it automatically returns to the charging station. As soon as charging is completed, repeat the operation of starting the observation again to grasp the surrounding environment. In this research, we aim to make this autonomous driving possible by using the visual information.We propose a method that enables stable self position estimation in irregular areas like forests by estimating the robot's state from the camera pose obtained by Large-Scale Direct Monocular SLAM (LSD-SLAM) and combining wheel odometry . As a result of the experiment, self - location estimation with higher reliability than wheel odometry alone could be performed.",,,,,2022-01,2022,,,,,20-20,Closed,Article,"裕之, 藤本; 裕之, 石井; 淳, 大谷; 淳司, 大和; 淳夫, 高西","裕之, 藤本 (早稲田大学創造理工学研究科総合機械工学専攻); 裕之, 石井 (早稲田大学創造理工学研究科総合機械工学専攻); 淳, 大谷 (早稲田大学創造理工学研究科総合機械工学専攻); 淳司, 大和 (工学院大学); 淳夫, 高西 (早稲田大学創造理工学研究科総合機械工学専攻)",,"裕之, 藤本 (); 裕之, 石井 (); 淳, 大谷 (); 淳司, 大和 (Kogakuin University); 淳夫, 高西 ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1144543458,"40 Engineering; 4007 Control Engineering, Mechatronics and Robotics; 46 Information and Computing Sciences; 4602 Artificial Intelligence",
